userID,itemID,rating,itemName,category,userName,occupation
89,18,1,Bagel with cream cheese,Bakery,Miranda Vasquez,sportsperson
89,29,4,Chicken McNuggets,Non Veg,Miranda Vasquez,sportsperson
1588,6,4,Egg & cheese wrap,EggFood,James Gardner,dancer
1588,27,3,Chocolate Chip Cookie,Bakery,James Gardner,dancer
1588,17,1,Muffin,Bakery,James Gardner,dancer
1588,3,3,Bacon egg & cheese burger,Non Veg,James Gardner,dancer
1588,14,2,Latte,Drinks,James Gardner,dancer
1588,21,3,HashBrowns,Veg,James Gardner,dancer
1588,23,4,Veggie Burger,Veg,James Gardner,dancer
1588,18,3,Bagel with cream cheese,Bakery,James Gardner,dancer
1213,6,3,Egg & cheese wrap,EggFood,Mary Todd,scientist
1213,47,2,Veggie Pasta,Veg,Mary Todd,scientist
1213,38,2,Street Tacos,Non Veg,Mary Todd,scientist
1213,15,1,Macchiato,Drinks,Mary Todd,scientist
1213,41,2,Ultimate Nachos,Veg,Mary Todd,scientist
1213,26,1,Blue Raspeberry Slushie,Drinks,Mary Todd,scientist
1302,6,2,Egg & cheese wrap,EggFood,Dakota Wood,professor
1302,48,4,Cheesecake,Bakery,Dakota Wood,professor
1302,30,4,Filet-O-Fish,SeaFood,Dakota Wood,professor
1302,37,4,Potato Wedges,Veg,Dakota Wood,professor
1302,4,4,Turkey Sausage Burger,Non Veg,Dakota Wood,professor
1302,5,2,Ham egg & cheese burger,Non Veg,Dakota Wood,professor
1302,45,2,Avacado Bacon Burger,Non Veg,Dakota Wood,professor
1302,18,4,Bagel with cream cheese,Bakery,Dakota Wood,professor
1302,26,3,Blue Raspeberry Slushie,Drinks,Dakota Wood,professor
1647,6,3,Egg & cheese wrap,EggFood,Matthew Rodriguez,musician
1647,30,3,Filet-O-Fish,SeaFood,Matthew Rodriguez,musician
1647,10,4,Cappuccino,Drinks,Matthew Rodriguez,musician
1647,40,1,Chips & Salsa,Veg,Matthew Rodriguez,musician
1647,36,4,Farm Raised Catfish,SeaFood,Matthew Rodriguez,musician
1647,1,1,Veggie Egg White Burger,EggFood,Matthew Rodriguez,musician
1647,11,4,Hot Tea,Drinks,Matthew Rodriguez,musician
460,6,4,Egg & cheese wrap,EggFood,Jennifer Hernandez,student
460,22,2,12 Piece Donut Sticks,Veg,Jennifer Hernandez,student
460,9,4,Hot Chocolate,Drinks,Jennifer Hernandez,student
460,7,3,Hot Coffee,Drinks,Jennifer Hernandez,student
460,7,4,Hot Coffee,Drinks,Jennifer Hernandez,student
460,15,4,Macchiato,Drinks,Jennifer Hernandez,student
460,45,3,Avacado Bacon Burger,Non Veg,Jennifer Hernandez,student
1239,6,1,Egg & cheese wrap,EggFood,Jennifer Black,sportsperson
1239,30,1,Filet-O-Fish,SeaFood,Jennifer Black,sportsperson
1239,32,1,Seaside Shrimp Trio,SeaFood,Jennifer Black,sportsperson
785,6,4,Egg & cheese wrap,EggFood,Blake Carpenter,engineer
785,17,3,Muffin,Bakery,Blake Carpenter,engineer
785,34,3,Crab Linguini Alfredo,SeaFood,Blake Carpenter,engineer
785,34,3,Crab Linguini Alfredo,SeaFood,Blake Carpenter,engineer
785,2,2,Sausage egg & cheese burger,Non Veg,Blake Carpenter,engineer
785,2,1,Sausage egg & cheese burger,Non Veg,Blake Carpenter,engineer
785,32,3,Seaside Shrimp Trio,SeaFood,Blake Carpenter,engineer
785,5,2,Ham egg & cheese burger,Non Veg,Blake Carpenter,engineer
785,33,2,Lobster package,SeaFood,Blake Carpenter,engineer
1014,6,3,Egg & cheese wrap,EggFood,Randy Love,doctor
1014,27,3,Chocolate Chip Cookie,Bakery,Randy Love,doctor
1014,19,4,Big Mac,Non Veg,Randy Love,doctor
1014,2,1,Sausage egg & cheese burger,Non Veg,Randy Love,doctor
1014,32,1,Seaside Shrimp Trio,SeaFood,Randy Love,doctor
1014,44,2,All American Cheeseburger,Non Veg,Randy Love,doctor
77,6,1,Egg & cheese wrap,EggFood,Tara Torres,musician
77,22,1,12 Piece Donut Sticks,Veg,Tara Torres,musician
77,43,3,Veg Salad,Veg,Tara Torres,musician
77,24,4,Veg Pizza,Veg,Tara Torres,musician
77,13,4,Americano,Drinks,Tara Torres,musician
77,31,4,McChicken,Non Veg,Tara Torres,musician
312,6,3,Egg & cheese wrap,EggFood,Crystal Boone,professor
312,17,2,Muffin,Bakery,Crystal Boone,professor
312,4,2,Turkey Sausage Burger,Non Veg,Crystal Boone,professor
312,15,1,Macchiato,Drinks,Crystal Boone,professor
312,45,3,Avacado Bacon Burger,Non Veg,Crystal Boone,professor
312,1,2,Veggie Egg White Burger,EggFood,Crystal Boone,professor
453,6,3,Egg & cheese wrap,EggFood,Shane Haynes,scientist
453,22,1,12 Piece Donut Sticks,Veg,Shane Haynes,scientist
453,28,1,Baked Apple Pie,Drinks,Shane Haynes,scientist
1920,6,1,Egg & cheese wrap,EggFood,Eric Richmond,student
1920,12,1,Iced Tea,Drinks,Eric Richmond,student
1920,13,2,Americano,Drinks,Eric Richmond,student
1920,35,3,Fish & Chips,SeaFood,Eric Richmond,student
1877,6,3,Egg & cheese wrap,EggFood,Eric Serrano,musician
1877,39,4,Buffalo Mac & Cheese,Non Veg,Eric Serrano,musician
1877,19,1,Big Mac,Non Veg,Eric Serrano,musician
1877,17,3,Muffin,Bakery,Eric Serrano,musician
1877,42,1,Chicken Salad,Non Veg,Eric Serrano,musician
1877,38,3,Street Tacos,Non Veg,Eric Serrano,musician
1877,30,2,Filet-O-Fish,SeaFood,Eric Serrano,musician
1877,12,3,Iced Tea,Drinks,Eric Serrano,musician
855,6,2,Egg & cheese wrap,EggFood,Victor Bennett,engineer
855,34,3,Crab Linguini Alfredo,SeaFood,Victor Bennett,engineer
855,48,3,Cheesecake,Bakery,Victor Bennett,engineer
855,2,4,Sausage egg & cheese burger,Non Veg,Victor Bennett,engineer
855,37,1,Potato Wedges,Veg,Victor Bennett,engineer
855,12,2,Iced Tea,Drinks,Victor Bennett,engineer
855,12,4,Iced Tea,Drinks,Victor Bennett,engineer
855,40,3,Chips & Salsa,Veg,Victor Bennett,engineer
855,41,1,Ultimate Nachos,Veg,Victor Bennett,engineer
1259,6,2,Egg & cheese wrap,EggFood,Kenneth Burton,sportsperson
1259,39,4,Buffalo Mac & Cheese,Non Veg,Kenneth Burton,sportsperson
1259,39,1,Buffalo Mac & Cheese,Non Veg,Kenneth Burton,sportsperson
1259,17,2,Muffin,Bakery,Kenneth Burton,sportsperson
1259,23,4,Veggie Burger,Veg,Kenneth Burton,sportsperson
1259,31,2,McChicken,Non Veg,Kenneth Burton,sportsperson
1259,18,1,Bagel with cream cheese,Bakery,Kenneth Burton,sportsperson
1097,6,3,Egg & cheese wrap,EggFood,Javier Thompson,musician
1097,30,2,Filet-O-Fish,SeaFood,Javier Thompson,musician
1097,7,3,Hot Coffee,Drinks,Javier Thompson,musician
1097,44,3,All American Cheeseburger,Non Veg,Javier Thompson,musician
1607,6,4,Egg & cheese wrap,EggFood,Christina Herrera,musician
1607,9,1,Hot Chocolate,Drinks,Christina Herrera,musician
1607,7,2,Hot Coffee,Drinks,Christina Herrera,musician
551,6,4,Egg & cheese wrap,EggFood,John Horne,educator
551,28,4,Baked Apple Pie,Drinks,John Horne,educator
551,12,4,Iced Tea,Drinks,John Horne,educator
551,12,1,Iced Tea,Drinks,John Horne,educator
551,15,4,Macchiato,Drinks,John Horne,educator
551,8,3,Cold Coffee,Drinks,John Horne,educator
551,1,3,Veggie Egg White Burger,EggFood,John Horne,educator
1050,6,2,Egg & cheese wrap,EggFood,John Johnson,student
1050,43,2,Veg Salad,Veg,John Johnson,student
1050,43,4,Veg Salad,Veg,John Johnson,student
1050,5,3,Ham egg & cheese burger,Non Veg,John Johnson,student
1050,40,3,Chips & Salsa,Veg,John Johnson,student
1050,29,2,Chicken McNuggets,Non Veg,John Johnson,student
966,6,4,Egg & cheese wrap,EggFood,Benjamin Gomez,architecturer
966,42,4,Chicken Salad,Non Veg,Benjamin Gomez,architecturer
966,21,3,HashBrowns,Veg,Benjamin Gomez,architecturer
966,48,2,Cheesecake,Bakery,Benjamin Gomez,architecturer
966,12,2,Iced Tea,Drinks,Benjamin Gomez,architecturer
966,49,4,Grilled Chicken Pizza,Non Veg,Benjamin Gomez,architecturer
966,32,4,Seaside Shrimp Trio,SeaFood,Benjamin Gomez,architecturer
966,40,1,Chips & Salsa,Veg,Benjamin Gomez,architecturer
966,26,2,Blue Raspeberry Slushie,Drinks,Benjamin Gomez,architecturer
1938,6,2,Egg & cheese wrap,EggFood,Kim Miller,dancer
1938,19,1,Big Mac,Non Veg,Kim Miller,dancer
1938,34,4,Crab Linguini Alfredo,SeaFood,Kim Miller,dancer
1938,44,3,All American Cheeseburger,Non Veg,Kim Miller,dancer
1938,33,2,Lobster package,SeaFood,Kim Miller,dancer
1938,18,4,Bagel with cream cheese,Bakery,Kim Miller,dancer
1232,6,2,Egg & cheese wrap,EggFood,Tracey Martinez,professor
1232,34,1,Crab Linguini Alfredo,SeaFood,Tracey Martinez,professor
1232,45,2,Avacado Bacon Burger,Non Veg,Tracey Martinez,professor
175,6,4,Egg & cheese wrap,EggFood,Rachel Anderson,engineer
175,22,2,12 Piece Donut Sticks,Veg,Rachel Anderson,engineer
175,22,3,12 Piece Donut Sticks,Veg,Rachel Anderson,engineer
175,28,1,Baked Apple Pie,Drinks,Rachel Anderson,engineer
175,12,2,Iced Tea,Drinks,Rachel Anderson,engineer
175,24,4,Veg Pizza,Veg,Rachel Anderson,engineer
938,6,1,Egg & cheese wrap,EggFood,Lisa Stanley,dancer
938,34,4,Crab Linguini Alfredo,SeaFood,Lisa Stanley,dancer
938,44,4,All American Cheeseburger,Non Veg,Lisa Stanley,dancer
938,8,1,Cold Coffee,Drinks,Lisa Stanley,dancer
938,18,3,Bagel with cream cheese,Bakery,Lisa Stanley,dancer
938,26,1,Blue Raspeberry Slushie,Drinks,Lisa Stanley,dancer
1229,6,4,Egg & cheese wrap,EggFood,Ryan Hatfield,sportsperson
1229,42,4,Chicken Salad,Non Veg,Ryan Hatfield,sportsperson
1229,10,1,Cappuccino,Drinks,Ryan Hatfield,sportsperson
1229,28,1,Baked Apple Pie,Drinks,Ryan Hatfield,sportsperson
1229,45,4,Avacado Bacon Burger,Non Veg,Ryan Hatfield,sportsperson
1229,18,3,Bagel with cream cheese,Bakery,Ryan Hatfield,sportsperson
666,6,2,Egg & cheese wrap,EggFood,Scott Shepherd,architecturer
666,3,2,Bacon egg & cheese burger,Non Veg,Scott Shepherd,architecturer
666,34,3,Crab Linguini Alfredo,SeaFood,Scott Shepherd,architecturer
666,23,2,Veggie Burger,Veg,Scott Shepherd,architecturer
666,8,4,Cold Coffee,Drinks,Scott Shepherd,architecturer
666,35,1,Fish & Chips,SeaFood,Scott Shepherd,architecturer
1656,6,2,Egg & cheese wrap,EggFood,Jennifer Pierce,architecturer
1656,17,1,Muffin,Bakery,Jennifer Pierce,architecturer
1656,47,4,Veggie Pasta,Veg,Jennifer Pierce,architecturer
1656,3,1,Bacon egg & cheese burger,Non Veg,Jennifer Pierce,architecturer
1656,2,4,Sausage egg & cheese burger,Non Veg,Jennifer Pierce,architecturer
1656,49,2,Grilled Chicken Pizza,Non Veg,Jennifer Pierce,architecturer
1656,29,1,Chicken McNuggets,Non Veg,Jennifer Pierce,architecturer
1656,11,1,Hot Tea,Drinks,Jennifer Pierce,architecturer
1772,6,4,Egg & cheese wrap,EggFood,Patricia Smith,professor
1772,25,4,Fruit Punch Slushie,Drinks,Patricia Smith,professor
1772,9,4,Hot Chocolate,Drinks,Patricia Smith,professor
1772,14,4,Latte,Drinks,Patricia Smith,professor
1772,7,1,Hot Coffee,Drinks,Patricia Smith,professor
1772,44,1,All American Cheeseburger,Non Veg,Patricia Smith,professor
1772,35,3,Fish & Chips,SeaFood,Patricia Smith,professor
812,6,4,Egg & cheese wrap,EggFood,Barbara Ali,professor
812,6,1,Egg & cheese wrap,EggFood,Barbara Ali,professor
812,25,1,Fruit Punch Slushie,Drinks,Barbara Ali,professor
812,23,1,Veggie Burger,Veg,Barbara Ali,professor
812,5,3,Ham egg & cheese burger,Non Veg,Barbara Ali,professor
812,40,1,Chips & Salsa,Veg,Barbara Ali,professor
1336,6,2,Egg & cheese wrap,EggFood,Randall Pierce,architecturer
1336,17,2,Muffin,Bakery,Randall Pierce,architecturer
1336,8,3,Cold Coffee,Drinks,Randall Pierce,architecturer
1336,31,3,McChicken,Non Veg,Randall Pierce,architecturer
1336,1,2,Veggie Egg White Burger,EggFood,Randall Pierce,architecturer
985,6,1,Egg & cheese wrap,EggFood,Kathy Garcia,engineer
985,37,3,Potato Wedges,Veg,Kathy Garcia,engineer
985,13,1,Americano,Drinks,Kathy Garcia,engineer
985,1,4,Veggie Egg White Burger,EggFood,Kathy Garcia,engineer
987,6,3,Egg & cheese wrap,EggFood,John Jennings,musician
987,6,1,Egg & cheese wrap,EggFood,John Jennings,musician
987,2,2,Sausage egg & cheese burger,Non Veg,John Jennings,musician
987,4,3,Turkey Sausage Burger,Non Veg,John Jennings,musician
987,46,1,Avacado Toast,Veg,John Jennings,musician
987,35,3,Fish & Chips,SeaFood,John Jennings,musician
921,6,2,Egg & cheese wrap,EggFood,Michelle Melton,educator
921,42,3,Chicken Salad,Non Veg,Michelle Melton,educator
921,1,3,Veggie Egg White Burger,EggFood,Michelle Melton,educator
1858,6,4,Egg & cheese wrap,EggFood,Crystal Sherman,dancer
1858,16,1,Frozen Chocolate,Drinks,Crystal Sherman,dancer
1858,19,4,Big Mac,Non Veg,Crystal Sherman,dancer
1858,42,3,Chicken Salad,Non Veg,Crystal Sherman,dancer
1858,38,3,Street Tacos,Non Veg,Crystal Sherman,dancer
1858,10,1,Cappuccino,Drinks,Crystal Sherman,dancer
1858,20,2,French Fries,Veg,Crystal Sherman,dancer
1088,6,3,Egg & cheese wrap,EggFood,Shane Gonzales,dancer
1088,3,1,Bacon egg & cheese burger,Non Veg,Shane Gonzales,dancer
1088,46,3,Avacado Toast,Veg,Shane Gonzales,dancer
1088,45,4,Avacado Bacon Burger,Non Veg,Shane Gonzales,dancer
1088,18,4,Bagel with cream cheese,Bakery,Shane Gonzales,dancer
1088,26,3,Blue Raspeberry Slushie,Drinks,Shane Gonzales,dancer
1119,6,1,Egg & cheese wrap,EggFood,Jamie Smith,sportsperson
1119,24,3,Veg Pizza,Veg,Jamie Smith,sportsperson
1119,45,4,Avacado Bacon Burger,Non Veg,Jamie Smith,sportsperson
1119,36,2,Farm Raised Catfish,SeaFood,Jamie Smith,sportsperson
1119,36,1,Farm Raised Catfish,SeaFood,Jamie Smith,sportsperson
1119,8,2,Cold Coffee,Drinks,Jamie Smith,sportsperson
1119,29,4,Chicken McNuggets,Non Veg,Jamie Smith,sportsperson
960,6,3,Egg & cheese wrap,EggFood,Hunter Harrington,student
960,20,4,French Fries,Veg,Hunter Harrington,student
960,46,4,Avacado Toast,Veg,Hunter Harrington,student
1648,6,2,Egg & cheese wrap,EggFood,Timothy Lopez,dancer
1648,16,3,Frozen Chocolate,Drinks,Timothy Lopez,dancer
1648,3,2,Bacon egg & cheese burger,Non Veg,Timothy Lopez,dancer
1648,14,4,Latte,Drinks,Timothy Lopez,dancer
1648,20,4,French Fries,Veg,Timothy Lopez,dancer
1648,49,1,Grilled Chicken Pizza,Non Veg,Timothy Lopez,dancer
1648,46,3,Avacado Toast,Veg,Timothy Lopez,dancer
1847,6,4,Egg & cheese wrap,EggFood,Erica Johnson,musician
1847,22,3,12 Piece Donut Sticks,Veg,Erica Johnson,musician
1847,37,4,Potato Wedges,Veg,Erica Johnson,musician
1847,41,2,Ultimate Nachos,Veg,Erica Johnson,musician
1847,13,2,Americano,Drinks,Erica Johnson,musician
1847,26,2,Blue Raspeberry Slushie,Drinks,Erica Johnson,musician
500,6,4,Egg & cheese wrap,EggFood,Jessica Dudley,student
500,21,4,HashBrowns,Veg,Jessica Dudley,student
500,23,3,Veggie Burger,Veg,Jessica Dudley,student
1825,6,2,Egg & cheese wrap,EggFood,Craig Torres,engineer
1825,39,4,Buffalo Mac & Cheese,Non Veg,Craig Torres,engineer
1825,46,1,Avacado Toast,Veg,Craig Torres,engineer
1825,33,2,Lobster package,SeaFood,Craig Torres,engineer
1825,40,4,Chips & Salsa,Veg,Craig Torres,engineer
1825,36,1,Farm Raised Catfish,SeaFood,Craig Torres,engineer
1825,36,1,Farm Raised Catfish,SeaFood,Craig Torres,engineer
471,6,1,Egg & cheese wrap,EggFood,Monica Haas,educator
471,25,1,Fruit Punch Slushie,Drinks,Monica Haas,educator
471,47,3,Veggie Pasta,Veg,Monica Haas,educator
471,34,1,Crab Linguini Alfredo,SeaFood,Monica Haas,educator
471,32,2,Seaside Shrimp Trio,SeaFood,Monica Haas,educator
471,18,1,Bagel with cream cheese,Bakery,Monica Haas,educator
471,1,4,Veggie Egg White Burger,EggFood,Monica Haas,educator
146,6,4,Egg & cheese wrap,EggFood,Jennifer Hunt,architecturer
146,6,1,Egg & cheese wrap,EggFood,Jennifer Hunt,architecturer
146,39,1,Buffalo Mac & Cheese,Non Veg,Jennifer Hunt,architecturer
146,9,4,Hot Chocolate,Drinks,Jennifer Hunt,architecturer
146,24,1,Veg Pizza,Veg,Jennifer Hunt,architecturer
146,32,2,Seaside Shrimp Trio,SeaFood,Jennifer Hunt,architecturer
146,45,4,Avacado Bacon Burger,Non Veg,Jennifer Hunt,architecturer
192,6,2,Egg & cheese wrap,EggFood,Denise Watts,professor
192,12,3,Iced Tea,Drinks,Denise Watts,professor
192,7,4,Hot Coffee,Drinks,Denise Watts,professor
192,15,2,Macchiato,Drinks,Denise Watts,professor
192,1,3,Veggie Egg White Burger,EggFood,Denise Watts,professor
573,6,3,Egg & cheese wrap,EggFood,Tracey Taylor,scientist
573,39,4,Buffalo Mac & Cheese,Non Veg,Tracey Taylor,scientist
573,27,3,Chocolate Chip Cookie,Bakery,Tracey Taylor,scientist
573,12,3,Iced Tea,Drinks,Tracey Taylor,scientist
573,7,2,Hot Coffee,Drinks,Tracey Taylor,scientist
573,4,3,Turkey Sausage Burger,Non Veg,Tracey Taylor,scientist
573,24,1,Veg Pizza,Veg,Tracey Taylor,scientist
573,20,2,French Fries,Veg,Tracey Taylor,scientist
573,32,4,Seaside Shrimp Trio,SeaFood,Tracey Taylor,scientist
573,32,3,Seaside Shrimp Trio,SeaFood,Tracey Taylor,scientist
1703,6,1,Egg & cheese wrap,EggFood,Anthony Flores,scientist
1703,14,1,Latte,Drinks,Anthony Flores,scientist
1703,24,3,Veg Pizza,Veg,Anthony Flores,scientist
1703,24,4,Veg Pizza,Veg,Anthony Flores,scientist
1703,29,1,Chicken McNuggets,Non Veg,Anthony Flores,scientist
115,6,3,Egg & cheese wrap,EggFood,Jennifer Hall,engineer
1784,6,3,Egg & cheese wrap,EggFood,Lori Bauer,doctor
1784,32,4,Seaside Shrimp Trio,SeaFood,Lori Bauer,doctor
1784,46,3,Avacado Toast,Veg,Lori Bauer,doctor
1784,29,4,Chicken McNuggets,Non Veg,Lori Bauer,doctor
186,6,3,Egg & cheese wrap,EggFood,Alyssa Flores DDS,architecturer
186,17,2,Muffin,Bakery,Alyssa Flores DDS,architecturer
186,42,4,Chicken Salad,Non Veg,Alyssa Flores DDS,architecturer
186,42,4,Chicken Salad,Non Veg,Alyssa Flores DDS,architecturer
186,43,4,Veg Salad,Veg,Alyssa Flores DDS,architecturer
186,20,3,French Fries,Veg,Alyssa Flores DDS,architecturer
186,44,2,All American Cheeseburger,Non Veg,Alyssa Flores DDS,architecturer
186,15,3,Macchiato,Drinks,Alyssa Flores DDS,architecturer
617,6,4,Egg & cheese wrap,EggFood,Shawn Romero,musician
617,3,1,Bacon egg & cheese burger,Non Veg,Shawn Romero,musician
617,43,1,Veg Salad,Veg,Shawn Romero,musician
617,5,2,Ham egg & cheese burger,Non Veg,Shawn Romero,musician
617,8,4,Cold Coffee,Drinks,Shawn Romero,musician
617,11,3,Hot Tea,Drinks,Shawn Romero,musician
155,6,3,Egg & cheese wrap,EggFood,Lisa Murphy,engineer
155,12,4,Iced Tea,Drinks,Lisa Murphy,engineer
155,44,1,All American Cheeseburger,Non Veg,Lisa Murphy,engineer
1193,6,1,Egg & cheese wrap,EggFood,Amanda Graves,scientist
1193,47,3,Veggie Pasta,Veg,Amanda Graves,scientist
1193,37,1,Potato Wedges,Veg,Amanda Graves,scientist
1193,37,1,Potato Wedges,Veg,Amanda Graves,scientist
1193,31,4,McChicken,Non Veg,Amanda Graves,scientist
711,6,4,Egg & cheese wrap,EggFood,James Walker,educator
711,16,1,Frozen Chocolate,Drinks,James Walker,educator
711,34,4,Crab Linguini Alfredo,SeaFood,James Walker,educator
711,48,1,Cheesecake,Bakery,James Walker,educator
711,31,2,McChicken,Non Veg,James Walker,educator
1046,6,3,Egg & cheese wrap,EggFood,John Miller,architecturer
1046,17,3,Muffin,Bakery,John Miller,architecturer
1046,15,1,Macchiato,Drinks,John Miller,architecturer
1046,1,3,Veggie Egg White Burger,EggFood,John Miller,architecturer
156,6,2,Egg & cheese wrap,EggFood,Mrs. Emily Lewis,architecturer
156,22,4,12 Piece Donut Sticks,Veg,Mrs. Emily Lewis,architecturer
156,3,2,Bacon egg & cheese burger,Non Veg,Mrs. Emily Lewis,architecturer
156,42,1,Chicken Salad,Non Veg,Mrs. Emily Lewis,architecturer
156,10,2,Cappuccino,Drinks,Mrs. Emily Lewis,architecturer
156,20,1,French Fries,Veg,Mrs. Emily Lewis,architecturer
156,15,1,Macchiato,Drinks,Mrs. Emily Lewis,architecturer
156,13,4,Americano,Drinks,Mrs. Emily Lewis,architecturer
156,36,4,Farm Raised Catfish,SeaFood,Mrs. Emily Lewis,architecturer
156,29,3,Chicken McNuggets,Non Veg,Mrs. Emily Lewis,architecturer
509,6,3,Egg & cheese wrap,EggFood,Yolanda Khan,sportsperson
509,38,2,Street Tacos,Non Veg,Yolanda Khan,sportsperson
509,2,3,Sausage egg & cheese burger,Non Veg,Yolanda Khan,sportsperson
509,28,4,Baked Apple Pie,Drinks,Yolanda Khan,sportsperson
509,37,2,Potato Wedges,Veg,Yolanda Khan,sportsperson
509,46,3,Avacado Toast,Veg,Yolanda Khan,sportsperson
